benchmark,cpu_load,sample_idx,rtt
base     ,0.0     ,0         ,0.07486343383789062
base     ,0.0     ,1         ,0.1289844512939453
base     ,0.0     ,2         ,0.3345012664794922
base     ,0.0     ,3         ,0.10013580322265625
base     ,0.0     ,4         ,0.10895729064941406
base     ,0.0     ,5         ,0.13566017150878906
base     ,0.0     ,6         ,0.05245208740234375
base     ,0.0     ,7         ,0.08916854858398438
base     ,0.0     ,8         ,0.15735626220703125
base     ,0.0     ,9         ,0.1575946807861328
base     ,0.0     ,10        ,0.16880035400390625
base     ,0.0     ,11        ,0.07748603820800781
base     ,0.0     ,12        ,0.072479248046875
base     ,0.0     ,13        ,0.14710426330566406
base     ,0.0     ,14        ,0.14638900756835938
base     ,0.0     ,15        ,0.11944770812988281
base     ,0.0     ,16        ,0.09369850158691406
base     ,0.0     ,17        ,0.12636184692382812
base     ,0.0     ,18        ,0.1277923583984375
base     ,0.0     ,19        ,0.1289844512939453
base     ,0.0     ,20        ,0.15592575073242188
base     ,0.0     ,21        ,0.10037422180175781
base     ,0.0     ,22        ,0.13756752014160156
base     ,0.0     ,23        ,0.17952919006347656
base     ,0.0     ,24        ,0.1366138458251953
base     ,0.0     ,25        ,0.11372566223144531
base     ,0.0     ,26        ,0.09131431579589844
base     ,0.0     ,27        ,0.0705718994140625
base     ,0.0     ,28        ,0.19216537475585938
base     ,0.0     ,29        ,0.15163421630859375
base     ,0.0     ,30        ,0.07677078247070312
base     ,0.0     ,31        ,0.17571449279785156
base     ,0.0     ,32        ,0.13327598571777344
base     ,0.0     ,33        ,0.1430511474609375
base     ,0.0     ,34        ,0.12993812561035156
base     ,0.0     ,35        ,0.060558319091796875
base     ,0.0     ,36        ,0.095367431640625
base     ,0.0     ,37        ,0.1590251922607422
base     ,0.0     ,38        ,0.17142295837402344
base     ,0.0     ,39        ,0.1456737518310547
base     ,0.0     ,40        ,0.102996826171875
base     ,0.0     ,41        ,0.16021728515625
base     ,0.0     ,42        ,0.10943412780761719
base     ,0.0     ,43        ,0.15020370483398438
base     ,0.0     ,44        ,0.14495849609375
base     ,0.0     ,45        ,0.1068115234375
base     ,0.0     ,46        ,0.12135505676269531
base     ,0.0     ,47        ,0.14543533325195312
base     ,0.0     ,48        ,0.07581710815429688
base     ,0.0     ,49        ,0.17189979553222656
tcpdump  ,0.0     ,0         ,0.09417533874511719
tcpdump  ,0.0     ,1         ,0.08416175842285156
tcpdump  ,0.0     ,2         ,0.0514984130859375
tcpdump  ,0.0     ,3         ,0.051975250244140625
tcpdump  ,0.0     ,4         ,0.13303756713867188
tcpdump  ,0.0     ,5         ,0.11682510375976562
tcpdump  ,0.0     ,6         ,0.08606910705566406
tcpdump  ,0.0     ,7         ,0.08678436279296875
tcpdump  ,0.0     ,8         ,0.0209808349609375
tcpdump  ,0.0     ,9         ,0.11348724365234375
tcpdump  ,0.0     ,10        ,0.09703636169433594
tcpdump  ,0.0     ,11        ,0.11110305786132812
tcpdump  ,0.0     ,12        ,0.1125335693359375
tcpdump  ,0.0     ,13        ,0.06961822509765625
tcpdump  ,0.0     ,14        ,0.08106231689453125
tcpdump  ,0.0     ,15        ,0.10061264038085938
tcpdump  ,0.0     ,16        ,0.06794929504394531
tcpdump  ,0.0     ,17        ,0.118255615234375
tcpdump  ,0.0     ,18        ,0.055789947509765625
tcpdump  ,0.0     ,19        ,0.12230873107910156
tcpdump  ,0.0     ,20        ,0.11777877807617188
tcpdump  ,0.0     ,21        ,0.08273124694824219
tcpdump  ,0.0     ,22        ,0.1163482666015625
tcpdump  ,0.0     ,23        ,0.02765655517578125
tcpdump  ,0.0     ,24        ,0.12063980102539062
tcpdump  ,0.0     ,25        ,0.1380443572998047
tcpdump  ,0.0     ,26        ,0.11444091796875
tcpdump  ,0.0     ,27        ,0.12803077697753906
tcpdump  ,0.0     ,28        ,0.02193450927734375
tcpdump  ,0.0     ,29        ,0.11348724365234375
tcpdump  ,0.0     ,30        ,0.080108642578125
tcpdump  ,0.0     ,31        ,0.09441375732421875
tcpdump  ,0.0     ,32        ,0.12946128845214844
tcpdump  ,0.0     ,33        ,0.08749961853027344
tcpdump  ,0.0     ,34        ,0.08893013000488281
tcpdump  ,0.0     ,35        ,0.11205673217773438
tcpdump  ,0.0     ,36        ,0.118255615234375
tcpdump  ,0.0     ,37        ,0.02193450927734375
tcpdump  ,0.0     ,38        ,0.07319450378417969
tcpdump  ,0.0     ,39        ,0.09441375732421875
tcpdump  ,0.0     ,40        ,0.11730194091796875
tcpdump  ,0.0     ,41        ,0.0667572021484375
tcpdump  ,0.0     ,42        ,0.07176399230957031
tcpdump  ,0.0     ,43        ,0.023603439331054688
tcpdump  ,0.0     ,44        ,0.118255615234375
tcpdump  ,0.0     ,45        ,0.034809112548828125
tcpdump  ,0.0     ,46        ,0.06556510925292969
tcpdump  ,0.0     ,47        ,0.057220458984375
tcpdump  ,0.0     ,48        ,0.07295608520507812
tcpdump  ,0.0     ,49        ,0.02193450927734375
proxy    ,0.0     ,0         ,0.18334388732910156
proxy    ,0.0     ,1         ,2.3353099822998047
proxy    ,0.0     ,2         ,0.26488304138183594
proxy    ,0.0     ,3         ,0.2732276916503906
proxy    ,0.0     ,4         ,0.3998279571533203
proxy    ,0.0     ,5         ,0.2846717834472656
proxy    ,0.0     ,6         ,0.37384033203125
proxy    ,0.0     ,7         ,0.37741661071777344
proxy    ,0.0     ,8         ,0.3559589385986328
proxy    ,0.0     ,9         ,0.3695487976074219
proxy    ,0.0     ,10        ,0.2193450927734375
proxy    ,0.0     ,11        ,0.3807544708251953
proxy    ,0.0     ,12        ,0.2918243408203125
proxy    ,0.0     ,13        ,0.278472900390625
proxy    ,0.0     ,14        ,0.3235340118408203
proxy    ,0.0     ,15        ,0.2636909484863281
proxy    ,0.0     ,16        ,0.18930435180664062
proxy    ,0.0     ,17        ,0.3228187561035156
proxy    ,0.0     ,18        ,0.3440380096435547
proxy    ,0.0     ,19        ,0.24771690368652344
proxy    ,0.0     ,20        ,0.20623207092285156
proxy    ,0.0     ,21        ,0.48923492431640625
proxy    ,0.0     ,22        ,0.3731250762939453
proxy    ,0.0     ,23        ,0.4017353057861328
proxy    ,0.0     ,24        ,0.2658367156982422
proxy    ,0.0     ,25        ,0.40793418884277344
proxy    ,0.0     ,26        ,0.39458274841308594
proxy    ,0.0     ,27        ,0.35119056701660156
proxy    ,0.0     ,28        ,0.339508056640625
proxy    ,0.0     ,29        ,0.2722740173339844
proxy    ,0.0     ,30        ,0.27060508728027344
proxy    ,0.0     ,31        ,0.2269744873046875
proxy    ,0.0     ,32        ,0.3428459167480469
proxy    ,0.0     ,33        ,0.2982616424560547
proxy    ,0.0     ,34        ,0.22101402282714844
proxy    ,0.0     ,35        ,0.24127960205078125
proxy    ,0.0     ,36        ,0.25534629821777344
proxy    ,0.0     ,37        ,0.3504753112792969
proxy    ,0.0     ,38        ,0.2853870391845703
proxy    ,0.0     ,39        ,0.3306865692138672
proxy    ,0.0     ,40        ,0.32258033752441406
proxy    ,0.0     ,41        ,0.42891502380371094
proxy    ,0.0     ,42        ,0.34999847412109375
proxy    ,0.0     ,43        ,0.27179718017578125
proxy    ,0.0     ,44        ,0.3235340118408203
proxy    ,0.0     ,45        ,0.26488304138183594
proxy    ,0.0     ,46        ,0.4019737243652344
proxy    ,0.0     ,47        ,0.23126602172851562
proxy    ,0.0     ,48        ,0.2281665802001953
proxy    ,0.0     ,49        ,0.2434253692626953
base     ,0.2     ,0         ,0.08749961853027344
base     ,0.2     ,1         ,0.055789947509765625
base     ,0.2     ,2         ,0.0553131103515625
base     ,0.2     ,3         ,0.06008148193359375
base     ,0.2     ,4         ,0.05412101745605469
base     ,0.2     ,5         ,0.10967254638671875
base     ,0.2     ,6         ,0.1201629638671875
base     ,0.2     ,7         ,0.13709068298339844
base     ,0.2     ,8         ,0.11539459228515625
base     ,0.2     ,9         ,0.07748603820800781
base     ,0.2     ,10        ,0.10824203491210938
base     ,0.2     ,11        ,0.05602836608886719
base     ,0.2     ,12        ,0.11324882507324219
base     ,0.2     ,13        ,0.11301040649414062
base     ,0.2     ,14        ,0.0209808349609375
base     ,0.2     ,15        ,0.11110305786132812
base     ,0.2     ,16        ,0.062465667724609375
base     ,0.2     ,17        ,0.05817413330078125
base     ,0.2     ,18        ,0.11157989501953125
base     ,0.2     ,19        ,0.072479248046875
base     ,0.2     ,20        ,0.06079673767089844
base     ,0.2     ,21        ,0.10848045349121094
base     ,0.2     ,22        ,0.1239776611328125
base     ,0.2     ,23        ,0.11301040649414062
base     ,0.2     ,24        ,0.07200241088867188
base     ,0.2     ,25        ,0.04744529724121094
base     ,0.2     ,26        ,0.11420249938964844
base     ,0.2     ,27        ,0.0514984130859375
base     ,0.2     ,28        ,0.11301040649414062
base     ,0.2     ,29        ,0.08654594421386719
base     ,0.2     ,30        ,0.11229515075683594
base     ,0.2     ,31        ,0.10251998901367188
base     ,0.2     ,32        ,0.12063980102539062
base     ,0.2     ,33        ,0.07772445678710938
base     ,0.2     ,34        ,0.06699562072753906
base     ,0.2     ,35        ,0.11277198791503906
base     ,0.2     ,36        ,0.09274482727050781
base     ,0.2     ,37        ,0.07605552673339844
base     ,0.2     ,38        ,0.11563301086425781
base     ,0.2     ,39        ,0.0820159912109375
base     ,0.2     ,40        ,0.12803077697753906
base     ,0.2     ,41        ,0.06961822509765625
base     ,0.2     ,42        ,0.09202957153320312
base     ,0.2     ,43        ,0.06580352783203125
base     ,0.2     ,44        ,0.058650970458984375
base     ,0.2     ,45        ,0.05936622619628906
base     ,0.2     ,46        ,0.11515617370605469
base     ,0.2     ,47        ,0.05221366882324219
base     ,0.2     ,48        ,0.07152557373046875
base     ,0.2     ,49        ,0.09298324584960938
tcpdump  ,0.2     ,0         ,0.01621246337890625
tcpdump  ,0.2     ,1         ,0.2186298370361328
tcpdump  ,0.2     ,2         ,0.041484832763671875
tcpdump  ,0.2     ,3         ,0.030279159545898438
tcpdump  ,0.2     ,4         ,0.04029273986816406
tcpdump  ,0.2     ,5         ,0.09298324584960938
tcpdump  ,0.2     ,6         ,0.08606910705566406
tcpdump  ,0.2     ,7         ,0.015974044799804688
tcpdump  ,0.2     ,8         ,0.09942054748535156
tcpdump  ,0.2     ,9         ,0.06103515625
tcpdump  ,0.2     ,10        ,0.029802322387695312
tcpdump  ,0.2     ,11        ,0.017642974853515625
tcpdump  ,0.2     ,12        ,0.0247955322265625
tcpdump  ,0.2     ,13        ,0.02288818359375
tcpdump  ,0.2     ,14        ,0.06389617919921875
tcpdump  ,0.2     ,15        ,0.021219253540039062
tcpdump  ,0.2     ,16        ,0.019788742065429688
tcpdump  ,0.2     ,17        ,0.021219253540039062
tcpdump  ,0.2     ,18        ,0.04553794860839844
tcpdump  ,0.2     ,19        ,0.06341934204101562
tcpdump  ,0.2     ,20        ,0.025272369384765625
tcpdump  ,0.2     ,21        ,0.0438690185546875
tcpdump  ,0.2     ,22        ,0.08654594421386719
tcpdump  ,0.2     ,23        ,0.050067901611328125
tcpdump  ,0.2     ,24        ,0.05125999450683594
tcpdump  ,0.2     ,25        ,0.023603439331054688
tcpdump  ,0.2     ,26        ,0.04649162292480469
tcpdump  ,0.2     ,27        ,0.04124641418457031
tcpdump  ,0.2     ,28        ,0.11014938354492188
tcpdump  ,0.2     ,29        ,0.06699562072753906
tcpdump  ,0.2     ,30        ,0.09036064147949219
tcpdump  ,0.2     ,31        ,0.07343292236328125
tcpdump  ,0.2     ,32        ,0.04076957702636719
tcpdump  ,0.2     ,33        ,0.024318695068359375
tcpdump  ,0.2     ,34        ,0.022411346435546875
tcpdump  ,0.2     ,35        ,0.026941299438476562
tcpdump  ,0.2     ,36        ,0.023603439331054688
tcpdump  ,0.2     ,37        ,0.024557113647460938
tcpdump  ,0.2     ,38        ,0.07176399230957031
tcpdump  ,0.2     ,39        ,0.2014636993408203
tcpdump  ,0.2     ,40        ,0.03790855407714844
tcpdump  ,0.2     ,41        ,0.02574920654296875
tcpdump  ,0.2     ,42        ,0.030755996704101562
tcpdump  ,0.2     ,43        ,0.03910064697265625
tcpdump  ,0.2     ,44        ,0.0286102294921875
tcpdump  ,0.2     ,45        ,0.030279159545898438
tcpdump  ,0.2     ,46        ,0.08368492126464844
tcpdump  ,0.2     ,47        ,0.023603439331054688
tcpdump  ,0.2     ,48        ,0.03528594970703125
tcpdump  ,0.2     ,49        ,0.02193450927734375
proxy    ,0.2     ,0         ,0.06389617919921875
proxy    ,0.2     ,1         ,0.1308917999267578
proxy    ,0.2     ,2         ,0.1590251922607422
proxy    ,0.2     ,3         ,0.12254714965820312
proxy    ,0.2     ,4         ,0.10037422180175781
proxy    ,0.2     ,5         ,0.12135505676269531
proxy    ,0.2     ,6         ,0.1201629638671875
proxy    ,0.2     ,7         ,0.12421607971191406
proxy    ,0.2     ,8         ,0.17881393432617188
proxy    ,0.2     ,9         ,0.1876354217529297
proxy    ,0.2     ,10        ,0.1938343048095703
proxy    ,0.2     ,11        ,0.19168853759765625
proxy    ,0.2     ,12        ,0.171661376953125
proxy    ,0.2     ,13        ,0.12135505676269531
proxy    ,0.2     ,14        ,0.11229515075683594
proxy    ,0.2     ,15        ,0.1010894775390625
proxy    ,0.2     ,16        ,0.15020370483398438
proxy    ,0.2     ,17        ,0.14662742614746094
proxy    ,0.2     ,18        ,0.1506805419921875
proxy    ,0.2     ,19        ,0.1251697540283203
proxy    ,0.2     ,20        ,0.14781951904296875
proxy    ,0.2     ,21        ,0.14972686767578125
proxy    ,0.2     ,22        ,0.1437664031982422
proxy    ,0.2     ,23        ,0.15926361083984375
proxy    ,0.2     ,24        ,0.10824203491210938
proxy    ,0.2     ,25        ,0.15211105346679688
proxy    ,0.2     ,26        ,0.10776519775390625
proxy    ,0.2     ,27        ,0.4343986511230469
proxy    ,0.2     ,28        ,0.08440017700195312
proxy    ,0.2     ,29        ,0.16307830810546875
proxy    ,0.2     ,30        ,0.12421607971191406
proxy    ,0.2     ,31        ,0.14519691467285156
proxy    ,0.2     ,32        ,0.20265579223632812
proxy    ,0.2     ,33        ,0.07963180541992188
proxy    ,0.2     ,34        ,0.10752677917480469
proxy    ,0.2     ,35        ,0.15282630920410156
proxy    ,0.2     ,36        ,0.10943412780761719
proxy    ,0.2     ,37        ,0.17642974853515625
proxy    ,0.2     ,38        ,0.118255615234375
proxy    ,0.2     ,39        ,0.1895427703857422
proxy    ,0.2     ,40        ,0.11754035949707031
proxy    ,0.2     ,41        ,0.11968612670898438
proxy    ,0.2     ,42        ,0.07867813110351562
proxy    ,0.2     ,43        ,0.2655982971191406
proxy    ,0.2     ,44        ,0.17309188842773438
proxy    ,0.2     ,45        ,0.18715858459472656
proxy    ,0.2     ,46        ,0.118255615234375
proxy    ,0.2     ,47        ,0.10991096496582031
proxy    ,0.2     ,48        ,0.1621246337890625
proxy    ,0.2     ,49        ,0.12326240539550781
base     ,0.4     ,0         ,0.06580352783203125
base     ,0.4     ,1         ,0.04458427429199219
base     ,0.4     ,2         ,0.0591278076171875
base     ,0.4     ,3         ,0.1285076141357422
base     ,0.4     ,4         ,0.1068115234375
base     ,0.4     ,5         ,0.12993812561035156
base     ,0.4     ,6         ,0.060558319091796875
base     ,0.4     ,7         ,0.027418136596679688
base     ,0.4     ,8         ,0.10251998901367188
base     ,0.4     ,9         ,0.03266334533691406
base     ,0.4     ,10        ,0.06103515625
base     ,0.4     ,11        ,0.02288818359375
base     ,0.4     ,12        ,0.07104873657226562
base     ,0.4     ,13        ,0.03981590270996094
base     ,0.4     ,14        ,0.030279159545898438
base     ,0.4     ,15        ,0.019788742065429688
base     ,0.4     ,16        ,0.09703636169433594
base     ,0.4     ,17        ,0.03266334533691406
base     ,0.4     ,18        ,0.05125999450683594
base     ,0.4     ,19        ,0.0362396240234375
base     ,0.4     ,20        ,0.023365020751953125
base     ,0.4     ,21        ,12.586593627929688
base     ,0.4     ,22        ,0.032901763916015625
base     ,0.4     ,23        ,0.02193450927734375
base     ,0.4     ,24        ,0.02384185791015625
base     ,0.4     ,25        ,0.024080276489257812
base     ,0.4     ,26        ,0.052928924560546875
base     ,0.4     ,27        ,0.028133392333984375
base     ,0.4     ,28        ,0.293731689453125
base     ,0.4     ,29        ,0.026226043701171875
base     ,0.4     ,30        ,0.023365020751953125
base     ,0.4     ,31        ,0.07987022399902344
base     ,0.4     ,32        ,0.06341934204101562
base     ,0.4     ,33        ,0.02288818359375
base     ,0.4     ,34        ,0.05078315734863281
base     ,0.4     ,35        ,0.09584426879882812
base     ,0.4     ,36        ,0.025033950805664062
base     ,0.4     ,37        ,0.09822845458984375
base     ,0.4     ,38        ,0.022649765014648438
base     ,0.4     ,39        ,0.0667572021484375
base     ,0.4     ,40        ,0.14829635620117188
base     ,0.4     ,41        ,0.050067901611328125
base     ,0.4     ,42        ,0.022411346435546875
base     ,0.4     ,43        ,0.049114227294921875
base     ,0.4     ,44        ,0.03600120544433594
base     ,0.4     ,45        ,0.046253204345703125
base     ,0.4     ,46        ,0.0553131103515625
base     ,0.4     ,47        ,0.027179718017578125
base     ,0.4     ,48        ,0.14448165893554688
base     ,0.4     ,49        ,0.020742416381835938
tcpdump  ,0.4     ,0         ,0.0152587890625
tcpdump  ,0.4     ,1         ,0.028848648071289062
tcpdump  ,0.4     ,2         ,0.022172927856445312
tcpdump  ,0.4     ,3         ,0.09965896606445312
tcpdump  ,0.4     ,4         ,0.03170967102050781
tcpdump  ,0.4     ,5         ,0.02002716064453125
tcpdump  ,0.4     ,6         ,0.02193450927734375
tcpdump  ,0.4     ,7         ,0.0476837158203125
tcpdump  ,0.4     ,8         ,0.019550323486328125
tcpdump  ,0.4     ,9         ,0.018835067749023438
tcpdump  ,0.4     ,10        ,0.02002716064453125
tcpdump  ,0.4     ,11        ,0.020265579223632812
tcpdump  ,0.4     ,12        ,0.021457672119140625
tcpdump  ,0.4     ,13        ,0.14209747314453125
tcpdump  ,0.4     ,14        ,0.025272369384765625
tcpdump  ,0.4     ,15        ,0.07939338684082031
tcpdump  ,0.4     ,16        ,0.027418136596679688
tcpdump  ,0.4     ,17        ,0.1862049102783203
tcpdump  ,0.4     ,18        ,0.11873245239257812
tcpdump  ,0.4     ,19        ,0.041961669921875
tcpdump  ,0.4     ,20        ,0.07033348083496094
tcpdump  ,0.4     ,21        ,0.038623809814453125
tcpdump  ,0.4     ,22        ,0.07915496826171875
tcpdump  ,0.4     ,23        ,0.017881393432617188
tcpdump  ,0.4     ,24        ,0.04315376281738281
tcpdump  ,0.4     ,25        ,0.029087066650390625
tcpdump  ,0.4     ,26        ,0.03337860107421875
tcpdump  ,0.4     ,27        ,0.0247955322265625
tcpdump  ,0.4     ,28        ,0.026226043701171875
tcpdump  ,0.4     ,29        ,0.02002716064453125
tcpdump  ,0.4     ,30        ,0.03409385681152344
tcpdump  ,0.4     ,31        ,0.022172927856445312
tcpdump  ,0.4     ,32        ,0.027894973754882812
tcpdump  ,0.4     ,33        ,0.05340576171875
tcpdump  ,0.4     ,34        ,0.05221366882324219
tcpdump  ,0.4     ,35        ,0.03695487976074219
tcpdump  ,0.4     ,36        ,0.0324249267578125
tcpdump  ,0.4     ,37        ,0.06628036499023438
tcpdump  ,0.4     ,38        ,0.030517578125
tcpdump  ,0.4     ,39        ,0.021457672119140625
tcpdump  ,0.4     ,40        ,0.06723403930664062
tcpdump  ,0.4     ,41        ,0.05245208740234375
tcpdump  ,0.4     ,42        ,0.06031990051269531
tcpdump  ,0.4     ,43        ,0.12326240539550781
tcpdump  ,0.4     ,44        ,0.11754035949707031
tcpdump  ,0.4     ,45        ,0.042438507080078125
tcpdump  ,0.4     ,46        ,0.13685226440429688
tcpdump  ,0.4     ,47        ,0.04410743713378906
tcpdump  ,0.4     ,48        ,0.027179718017578125
tcpdump  ,0.4     ,49        ,0.10085105895996094
proxy    ,0.4     ,0         ,0.06842613220214844
proxy    ,0.4     ,1         ,0.057697296142578125
proxy    ,0.4     ,2         ,0.11444091796875
proxy    ,0.4     ,3         ,0.1468658447265625
proxy    ,0.4     ,4         ,0.064849853515625
proxy    ,0.4     ,5         ,0.06961822509765625
proxy    ,0.4     ,6         ,0.0591278076171875
proxy    ,0.4     ,7         ,0.06031990051269531
proxy    ,0.4     ,8         ,0.043392181396484375
proxy    ,0.4     ,9         ,0.12493133544921875
proxy    ,0.4     ,10        ,0.05364418029785156
proxy    ,0.4     ,11        ,0.14400482177734375
proxy    ,0.4     ,12        ,0.05507469177246094
proxy    ,0.4     ,13        ,0.057220458984375
proxy    ,0.4     ,14        ,0.13136863708496094
proxy    ,0.4     ,15        ,0.1327991485595703
proxy    ,0.4     ,16        ,0.08606910705566406
proxy    ,0.4     ,17        ,0.05078315734863281
proxy    ,0.4     ,18        ,0.08487701416015625
proxy    ,0.4     ,19        ,0.07653236389160156
proxy    ,0.4     ,20        ,0.05412101745605469
proxy    ,0.4     ,21        ,0.06747245788574219
proxy    ,0.4     ,22        ,0.06175041198730469
proxy    ,0.4     ,23        ,0.05817413330078125
proxy    ,0.4     ,24        ,0.12135505676269531
proxy    ,0.4     ,25        ,0.05459785461425781
proxy    ,0.4     ,26        ,0.07510185241699219
proxy    ,0.4     ,27        ,0.08153915405273438
proxy    ,0.4     ,28        ,0.08726119995117188
proxy    ,0.4     ,29        ,0.12612342834472656
proxy    ,0.4     ,30        ,0.06794929504394531
proxy    ,0.4     ,31        ,0.11420249938964844
proxy    ,0.4     ,32        ,0.1239776611328125
proxy    ,0.4     ,33        ,0.11754035949707031
proxy    ,0.4     ,34        ,0.06866455078125
proxy    ,0.4     ,35        ,0.052928924560546875
proxy    ,0.4     ,36        ,0.0762939453125
proxy    ,0.4     ,37        ,0.09870529174804688
proxy    ,0.4     ,38        ,0.12230873107910156
proxy    ,0.4     ,39        ,0.07033348083496094
proxy    ,0.4     ,40        ,0.09465217590332031
proxy    ,0.4     ,41        ,0.08249282836914062
proxy    ,0.4     ,42        ,0.11992454528808594
proxy    ,0.4     ,43        ,0.09226799011230469
proxy    ,0.4     ,44        ,0.09322166442871094
proxy    ,0.4     ,45        ,0.08797645568847656
proxy    ,0.4     ,46        ,0.06318092346191406
proxy    ,0.4     ,47        ,0.05459785461425781
proxy    ,0.4     ,48        ,0.08487701416015625
proxy    ,0.4     ,49        ,0.10991096496582031
